Disciplina;NivelDisciplina;Ementa;Bibliografia;Programa
MH642;G;Aprofundamento do processo e acompanhamento da estrutura geral do treinamento na modalidade de atletismo.;;
MH643;G;Acompanhamento e aprofundamento no processo de treinamento na modalidade basquetebol.;; 
MH644;G;Aplicação de princípios de treinamento na modalidade handebol através de acompanhamento de equipes de alto rendimento nas diferentes faixas etárias e sexo.;; 
MH645;G;Aplicação de estágio supervisionado na área da Ginástica Artística, visando a um aperfeiçoamento dos conhecimentos adquiridos. Acompanhamento de equipes de treinamento de alto nível, nas categorias juvenil e adulto, realizada em clubes e/ou instituições.;; 
MH646;G;Aplicação de estágio supervisionado na área da Ginástica Rítmica Desportiva, visando a um aperfeiçoamento dos conhecimentos adquiridos. Acompanhamento de equipes de treinamento de alto nível, nas categorias juvenil e adulto, realizada em clubes e/ou instituições.;; 
MH647;G;Aplicação de princípios de treinamento nas modalidades, através de acompanhamento de equipes de futebol, clubes e escolinhas. Participação em competições. Elaboração de programas de treinamento.;; 
MH648;G;Aplicação de princípios de treinamento na modalidade natação através de acompanhamento de equipes de iniciação desportiva e equipes de aperfeiçoamento desportivo.;; 
MH649;G;Envolvimento direto com a realidade do voleibol.;; 
MH701;G;"Abordagem interdisciplinar da recreação e lazer; conceitos, conteúdos, barreiras para a sua prática e o papel do animador cultural, com ênfase na realidade brasileira e na motricidade, como atividade de lazer.";; 
MH702;G;Teorias e princípios de liderança e o papel da supervisão nas atividades de recreação e lazer dentro de um processo grupal.;; 
MH703;G;Análise das linhas de ação de órgãos públicos e privados, estabelecidos na área. Elaboração de políticas administrativas, desenvolvimento e implementação de programas recreativos e gerenciamento organizacional dos serviços de lazer, tanto no setor público, como privado.;;
MH704;G;A dimensão política do espaço, análise específica do espaço urbano. Planejamento de espaços e equipamentos específicos e não específicos, destinados à recreação e lazer, com ênfase no processo de desenvolvimento de toda instalação e na sua manutenção.;; 
MH705;G;As relações entre lazer e trabalho, família, religião e educação. Estudo do lazer relacionado às diversas fases do ser humano: infância, juventude, idade adulta e terceira idade.;; 
MH706;G;Planejamento, execução e avaliação de serviços de recreação específicos para portadores de deficiência física, mental, auditiva e visual nos seus diversos estágios de desenvolvimento.;; 
MH707;G;Princípios básicos para a elaboração e orçamento voltados para recreação e lazer. Os processos de avaliação com ênfase na estratégia de identificação de necessidades. Avaliação de programas, pessoal, equipamentos e instalações.;; 
MH708;G;Supervisão das atividades desenvolvidas pelos alunos, enquanto estagiários, passando por diversos tipos de experiências, em entidades que prestam serviço na área de recreação e lazer, previamente credenciados pela coordenação do estágio.;; 
MH709;G;Embasamento para a elaboração de projeto tendo em vista o trabalho monográfico de conclusão de curso.;; 
MH710;G;Seleção de uma das atividades credenciadas pela coordenação do estágio supervisionado para aprofundamento de experiências. Execução e avaliação de projeto específico de recreação e lazer.;; 
MH711;G;Seleção de temas, definidos pelos docentes e alunos em comum acordo, à luz dos acontecimentos que envolvam direta ou indiretamente a área de recreação e lazer.;; 
MH712;G;Aprofundamento de temas na área de recreação e lazer eleitos em comum acordo entre docentes e alunos. Ênfase nas questões ligadas à preparação desse novo profissional.;; 
MH713;G;Orientação específica para o desenvolvimento de projeto dos trabalhos monográficos de conclusão do curso.;; 
MH714;G;O significado psicológico do lazer, as teorias e os métodos de pesquisa. O desenvolvimento da pessoa e a formação de atividades de lazer no seu contexto socio-psicológico.;; 
MH716;G;Planejamento, execução e avaliação de serviços de recreação específicos para portadores de deficiência física, mental, auditiva e visual nos seus diversos estágios de desenvolvimento.;; 
MH800;G;Incentivo, acompanhamento, discussão e avaliação, em conjunto com respectivos orientadores, da formulação individual de monografia em Temática em Licenciatura de Educação Física, Ciências do Esporte e Estudos em Lazer, desde a fase de concepção, planejamento, execução, análise e redação, apresentada sob a forma de trabalho final de Curso.;; 
MH801;G;Incentivo, acompanhamento, discussão e avaliação, em conjunto com respectivos orientadores, da formulação individual da monografia em Temática de Licenciatura em Educação Física, desde a fase de concepção, planejamento, execução, análise e redação, apresentada sob forma de trabalho final de curso.;; 
MH802;G;Incentivo, acompanhamento, discussão e avaliação, em conjunto com respectivos orientadores, da formulação individual da monografia em Temática de Treinamento em Ciências do Esporte, desde a fase de concepção, planejamento, execução, análise e redação, apresentada sob a forma de trabalho final de curso.;; 
MH803;G;Incentivo, acompanhamento, discussão e avaliação, em conjunto com respectivos orientadores, da formulação individual da monografia em Temática de Recreação e Lazer, desde a fase de concepção, planejamento, execução, análise e redação, apresentada sob a forma de trabalho final de curso.;; 
MH898;G;Acompanhamento e aprendizagem de técnicas laboratoriais em fisiologia do exercício (calibração e operação de equipamentos, visando à obtenção de Medidas de Variáveis Metabólicas e Respiratórias e Eletrocardiografia Dinâmica de 24 horas). Atividades de estudo e seminários a respeito das adaptações dos sistemas orgânicos ao exercício e treinamento físico.;; 
MH899;G;Atividades laboratoriais em provas de avaliação funcional do sistema nervoso autônomo do coração. Avaliação da capacidade física aeróbica (determinação do limiar de anaerobiose). Acompanhamento dos programas de recondicionamento físico. Participação em seminários e reuniões bibliográficas sobre temas relacionados ao exercício físico.;; 
MH901;G;Análise das consequências corporais e psíquicas da relação inconsciente do ser humano com o seu corpo. A abordagem psicológica permite ao aluno compreender melhor as atividades corporais desenvolvidas pela Faculdade de Educação Física, através da tomada de consciência do corpo, seu desenvolvimento, mudanças e suas defesas.;; 
MH902;G;Introdução do aprendizado da capoeira, através de seus elementos básicos, preparação corporal, golpes, canto, instrumentos e seus toques e o jogo: conhecimento de seu processo histórico de desenvolvimento.;; 
MH903;G;Análise e exploração de aparelhos tradicionalmente utilizados pela Educação Física. Construção e adaptação de materiais alternativos.;; 
MH904;G;Estudo dos diferentes tipos de acampamento e sua integração com outras áreas que tenham como propósito e estudo do meio ambiente e/ou pesquisa de campo, e/ou aplicação de acampamento para diferentes objetivos Recreação e Lazer, Desportos Ecológicos, etc.;; 
MH905;G;Teoria e prática dos métodos específicos para o desenvolvimento da força muscular através de exercícios em aparelhos e implementos com peso. Desenvolvimento técnico e sua aplicabilidade nos diferentes esportes.;; 
MH906;G;Estudo e análise do fenômeno ritmo através de propostas pedagógicas no trabalho com o ritmo, dentro de uma perspectiva lúdica.;; 
MH907;G;Sua história, evolução, regulamentação e atualidade. Estudo de seus elementos fundamentais dentro de uma sequência pedagógica.;; 
MH908;G;Sua história, evolução, regulamentação e atualidade. Estudo de seus elementos fundamentais dentro de uma sequência pedagógica.;; 
MH909;G;Identificação do TKD como esporte e arte marcial, buscando no direcionamento de sua prática e teoria, a construção e o aperfeiçoamento das qualidades físicas sociais, intelectuais e afetivas.;; 
MH910;G;A motricidade na espécie humana e no indivíduo. A formação do símbolo. Mecanismo de adaptação. A formação das regras no jogo. A ordem e a desordem.;; 
MH911;G;Fenômeno Psicossomático e a relação corpo/mente. A disponibilidade corporal. Percepção e controle do próprio corpo. Equilíbrio tônico-postural. Tomada de consciência da respiração.;; 
MH912;G;Desenvolvimento de vivências que promovam a educação das sensações, através de exercícios de sensibilização, de compreensão e significação do desenho do corpo no espaço, para expressão corporal, e as implicações anatomofisiológicas.;; 
MH913;G;Análise a respeito da teoria da interdisciplinaridade. Estudo da relação entre a interdisciplinaridade e a Educação Física. Ênfase no nível de círculo básico, 3ª e 4ª séries do Primeiro Grau.;; 
MH914;G;Aspectos históricos dos exercícios aeróbicos. Conceituação de ginástica aeróbica. Desenvolvimento de programas de capacidade aeróbica. Programa de ginástica aeróbica e condicionamento físico.;; 
MH915;G;A análise psicológica das relações que o ser humano estabelece consigo no domínio das atividades corporais. A importância da tomada de consciência destas relações, do desenvolvimento e formação do Eu e das defesas corporais em função das atividades desenvolvidas na Educação Física e outras áreas afins.;; 
MH916;G;Conhecimentos básicos de computação. Estudo e aplicação de pacotes de programas. Aplicações de programas especiais (conversão analógico-digital-analógico) na análise de variáveis biológicas.;; 
MH917;G;Abordagem de procedimentos pedagógicos que levem a uma vivência, aprendizagem e conhecimento dos esportes adaptados, buscando, no direcionamento de sua prática e teoria, seus valores culturais, sociais, políticos e acadêmicos.;; 
MH918;G;Estudos das modificações bioquímicas, celulares e teciduais de componentes do sistema locomotor relacionados com os processos adaptativos da postura e do movimento humano.;; 
MH920;G;Participação na criação, elaboração e aplicação de projetos de extensão para o desenvolvimento de programas de atividade motora adaptada para populações com necessidades especiais.;; 
MH921;G;Aplicação de Estágio Supervisionado em Projetos de Extensão em Educação Motora, visando desenvolver uma complementação dos conhecimentos teóricos adquiridos.;; 
MH922;G;Participação na criação, elaboração e aplicação de projetos de extensão para o desenvolvimento de programas em ciências do esporte.;; 
MH923;G;Participação na criação, elaboração e aplicação em projetos de extensão, para o desenvolvimento de programas em Recreação e Lazer.;; 
